"Id","DiffId","Language","ProjId","ProjName","CommitSha","CommitMessage","FileName","FileLengthBefore","FileLengthAfter","nEdits","nDeletes","nInserts","EditScript","nCopies","nMoves","nUpdates","nCUpdates","nMUpdates","nSplits","nMerges","RunTime"
"3404",,"Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"AssertionException.java",,,"5","0","0","[{'src_line': 29, 'dest_line': 29, 'mode': 'update', 'str_diff': [[[0, 0]], [[0, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 29 to line 29.'}, {'src_line': 33, 'dest_line': 33, 'mode': 'update', 'str_diff': [[[0, 0]], [[0, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 33 to line 33.'}, {'src_line': 37, 'dest_line': 37, 'mode': 'split', 'block_length': 2, 'edit_action': 'Split line 37 to lines 37-38.'}, {'src_line': 38, 'dest_line': 38, 'mode': 'split', 'block_length': 2, 'edit_action': 'Split line 38 to lines 38-39.'}, {'src_line': 41, 'dest_line': 41, 'mode': 'update', 'str_diff': [[[0, 0]], [[0, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 41 to line 41.'}]","0","0","3","0","0","2","0","55.0019"
"3405",,"Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"CompositeConflictResolver.java",,,"3","0","0","[{'mode': 'update', 'src_line': 34, 'dest_line': 34, 'str_diff': [[[24, 25]], [[24, 24]]], 'indent_offset': 0, 'edit_action': 'Update line 34 to line 34.'}, {'mode': 'update', 'src_line': 47, 'dest_line': 47, 'str_diff': [[[24, 25]], [[24, 24]]], 'indent_offset': 0, 'edit_action': 'Update line 47 to line 47.'}, {'mode': 'merge', 'src_line': 50, 'dest_line': 50, 'block_length': 2, 'edit_action': 'Merge lines 50-51 to line 50.'}]","0","0","2","0","0","0","1","38.0266"
"3406","1176","Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"DefaultConflictResolver.java",,,"76","19","4","[{'mode': 'update', 'src_line': 29, 'dest_line': 29, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 29 to line 29.'}, {'mode': 'update', 'src_line': 30, 'dest_line': 30, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 30 to line 30.'}, {'mode': 'update', 'src_line': 31, 'dest_line': 31, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 31 to line 31.'}, {'mode': 'merge', 'src_line': 33, 'dest_line': 33, 'block_length': 3, 'edit_action': 'Merge lines 33-35 to line 33.'}, {'mode': 'merge', 'src_line': 36, 'dest_line': 34, 'block_length': 2, 'edit_action': 'Merge lines 36-37 to line 34.'}, {'mode': 'update', 'src_line': 38, 'dest_line': 35, 'str_diff': [[[0, 4]], [[0, 1]]], 'indent_offset': -3, 'edit_action': 'Update line 38 to line 35 with moving left 3 whitespaces.'}, {'mode': 'update', 'src_line': 48, 'dest_line': 45, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 48 to line 45.'}, {'mode': 'update', 'src_line': 49, 'dest_line': 46, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 49 to line 46.'}, {'mode': 'delete', 'src_line': 50, 'dest_line': 47, 'edit_action': 'Delete line 50.'}, {'mode': 'update', 'src_line': 51, 'dest_line': 47, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 51 to line 47.'}, {'mode': 'insert', 'dest_line': 61, 'src_line': 65, 'edit_action': 'Insert line 61.'}, {'mode': 'insert', 'dest_line': 69, 'src_line': 72, 'edit_action': 'Insert line 69.'}, {'mode': 'update', 'src_line': 81, 'dest_line': 79, 'str_diff': [[[0, 1]], [[0, 4]]], 'indent_offset': 0, 'edit_action': 'Update line 81 to line 79.'}, {'mode': 'update', 'src_line': 88, 'dest_line': 86, 'str_diff': [[[5, 51]], [[8, 56]]], 'indent_offset': 0, 'edit_action': 'Update line 88 to line 86.'}, {'mode': 'delete', 'src_line': 89, 'dest_line': 87, 'edit_action': 'Delete line 89.'}, {'mode': 'update', 'src_line': 107, 'dest_line': 104, 'str_diff': [[[0, 1]], [[0, 4]]], 'indent_offset': 0, 'edit_action': 'Update line 107 to line 104.'}, {'mode': 'copy', 'src_line': 108, 'dest_line': 105, 'block_length': 7, 'indent_offset': -4, 'updates': [], 'edit_action': 'Copy a 7-line block from line 108 to line 105 with moving left 4 whitespaces.'}, {'mode': 'delete', 'src_line': 108, 'dest_line': 112, 'edit_action': 'Delete line 108.'}, {'mode': 'delete', 'src_line': 109, 'dest_line': 112, 'edit_action': 'Delete line 109.'}, {'mode': 'insert', 'dest_line': 112, 'src_line': 110, 'edit_action': 'Insert line 112.'}, {'mode': 'delete', 'src_line': 111, 'dest_line': 114, 'edit_action': 'Delete line 111.'}, {'mode': 'delete', 'src_line': 112, 'dest_line': 114, 'edit_action': 'Delete line 112.'}, {'mode': 'delete', 'src_line': 113, 'dest_line': 114, 'edit_action': 'Delete line 113.'}, {'mode': 'delete', 'src_line': 114, 'dest_line': 114, 'edit_action': 'Delete line 114.'}, {'mode': 'delete', 'src_line': 115, 'dest_line': 114, 'edit_action': 'Delete line 115.'}, {'mode': 'insert', 'dest_line': 117, 'src_line': 119, 'edit_action': 'Insert line 117.'}, {'mode': 'update', 'src_line': 119, 'dest_line': 118, 'str_diff': [[[0, 1]], [[0, -1]]], 'indent_offset': -8, 'edit_action': 'Update line 119 to line 118 with moving left 8 whitespaces.'}, {'mode': 'delete', 'src_line': 173, 'dest_line': 172, 'edit_action': 'Delete line 173.'}, {'mode': 'delete', 'src_line': 174, 'dest_line': 172, 'edit_action': 'Delete line 174.'}, {'mode': 'update', 'src_line': 210, 'dest_line': 207, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 210 to line 207.'}, {'mode': 'update', 'src_line': 211, 'dest_line': 208, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 211 to line 208.'}, {'mode': 'update', 'src_line': 212, 'dest_line': 209, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 212 to line 209.'}, {'mode': 'update', 'src_line': 213, 'dest_line': 210, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 213 to line 210.'}, {'mode': 'update', 'src_line': 229, 'dest_line': 226, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 229 to line 226.'}, {'mode': 'update', 'src_line': 230, 'dest_line': 227, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 230 to line 227.'}, {'mode': 'update', 'src_line': 231, 'dest_line': 228, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 231 to line 228.'}, {'mode': 'update', 'src_line': 232, 'dest_line': 229, 'str_diff': [[[31, 31]], [[]]], 'indent_offset': 0, 'edit_action': 'Update line 232 to line 229.'}, {'mode': 'update', 'src_line': 233, 'dest_line': 230, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 233 to line 230.'}, {'mode': 'update', 'src_line': 234, 'dest_line': 231, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 234 to line 231.'}, {'mode': 'update', 'src_line': 236, 'dest_line': 233, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 236 to line 233.'}, {'mode': 'update', 'src_line': 245, 'dest_line': 242, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 245 to line 242.'}, {'mode': 'move', 'src_line': 247, 'dest_line': 266, 'block_length': 5, 'indent_offset': 0, 'move_type': 'd', 'updates': [], 'edit_action': 'Move a 5-line block from line 247 to line 266.'}, {'mode': 'update', 'src_line': 267, 'dest_line': 264, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 267 to line 264.'}, {'mode': 'move', 'src_line': 269, 'dest_line': 244, 'block_length': 5, 'indent_offset': 0, 'move_type': 'u', 'updates': [], 'edit_action': 'Move a 5-line block from line 269 to line 244.'}, {'mode': 'update', 'src_line': 290, 'dest_line': 287, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 290 to line 287.'}, {'mode': 'move', 'src_line': 292, 'dest_line': 312, 'block_length': 5, 'indent_offset': 0, 'move_type': 'd', 'updates': [[293, 313]], 'edit_action': 'Move a 5-line block from line 292 to line 312.'}, {'mode': 'm_update', 'src_line': 293, 'dest_line': 313, 'str_diff': [[[25, 41]], [[28, 38]]], 'edit_action': 'Update line 293 to line 313.'}, {'mode': 'update', 'src_line': 313, 'dest_line': 310, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 313 to line 310.'}, {'mode': 'move', 'src_line': 315, 'dest_line': 289, 'block_length': 5, 'indent_offset': 0, 'move_type': 'u', 'updates': [[316, 290]], 'edit_action': 'Move a 5-line block from line 315 to line 289.'}, {'mode': 'm_update', 'src_line': 316, 'dest_line': 290, 'str_diff': [[[25, 35]], [[28, 44]]], 'edit_action': 'Update line 316 to line 290.'}, {'mode': 'update', 'src_line': 336, 'dest_line': 333, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 336 to line 333.'}, {'mode': 'update', 'src_line': 338, 'dest_line': 335, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 338 to line 335.'}, {'mode': 'update', 'src_line': 339, 'dest_line': 336, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 339 to line 336.'}, {'mode': 'update', 'src_line': 340, 'dest_line': 337, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 340 to line 337.'}, {'mode': 'update', 'src_line': 341, 'dest_line': 338, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 341 to line 338.'}, {'mode': 'update', 'src_line': 342, 'dest_line': 339, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 342 to line 339.'}, {'mode': 'update', 'src_line': 359, 'dest_line': 356, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 359 to line 356.'}, {'mode': 'update', 'src_line': 360, 'dest_line': 357, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 360 to line 357.'}, {'mode': 'update', 'src_line': 361, 'dest_line': 358, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 361 to line 358.'}, {'mode': 'update', 'src_line': 362, 'dest_line': 359, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 362 to line 359.'}, {'mode': 'copy', 'src_line': 364, 'dest_line': 361, 'block_length': 9, 'indent_offset': 0, 'updates': [], 'edit_action': 'Copy a 9-line block from line 364 to line 361.'}, {'mode': 'delete', 'src_line': 364, 'dest_line': 370, 'edit_action': 'Delete line 364.'}, {'mode': 'delete', 'src_line': 365, 'dest_line': 370, 'edit_action': 'Delete line 365.'}, {'mode': 'delete', 'src_line': 366, 'dest_line': 370, 'edit_action': 'Delete line 366.'}, {'mode': 'delete', 'src_line': 367, 'dest_line': 370, 'edit_action': 'Delete line 367.'}, {'mode': 'delete', 'src_line': 368, 'dest_line': 370, 'edit_action': 'Delete line 368.'}, {'mode': 'delete', 'src_line': 370, 'dest_line': 371, 'edit_action': 'Delete line 370.'}, {'mode': 'delete', 'src_line': 371, 'dest_line': 371, 'edit_action': 'Delete line 371.'}, {'mode': 'delete', 'src_line': 372, 'dest_line': 371, 'edit_action': 'Delete line 372.'}, {'mode': 'update', 'src_line': 379, 'dest_line': 377, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 379 to line 377.'}, {'mode': 'split', 'src_line': 380, 'dest_line': 378, 'block_length': 2, 'edit_action': 'Split line 380 to lines 378-379.'}, {'mode': 'merge', 'src_line': 386, 'dest_line': 385, 'block_length': 2, 'edit_action': 'Merge lines 386-387 to line 385.'}, {'mode': 'update', 'src_line': 396, 'dest_line': 394, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 396 to line 394.'}, {'mode': 'update', 'src_line': 399, 'dest_line': 397, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 399 to line 397.'}, {'mode': 'update', 'src_line': 402, 'dest_line': 400, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 402 to line 400.'}, {'mode': 'update', 'src_line': 405, 'dest_line': 403, 'str_diff': [[[0, 0]], [[0, 3]]], 'indent_offset': 0, 'edit_action': 'Update line 405 to line 403.'}]","2","4","41","0","2","1","3","90.7043"
"3407",,"Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"DroolsException.java",,,"6","0","0","[{'src_line': 22, 'dest_line': 22, 'block_length': 2, 'mode': 'merge', 'edit_action': 'Merge lines 22-23 to line 22.'}, {'src_line': 14, 'dest_line': 14, 'mode': 'update', 'str_diff': [[[0, 0]], [[0, 4]]], 'indent_offset': 4, 'edit_action': 'Update line 14 to line 14 with moving right 4 whitespaces.'}, {'src_line': 18, 'dest_line': 18, 'mode': 'update', 'str_diff': [[[0, 0]], [[0, 4]]], 'indent_offset': 4, 'edit_action': 'Update line 18 to line 18 with moving right 4 whitespaces.'}, {'src_line': 22, 'dest_line': 22, 'mode': 'update', 'str_diff': [[[0, 0]], [[0, 4]]], 'indent_offset': 4, 'edit_action': 'Update line 22 to line 22 with moving right 4 whitespaces.'}, {'src_line': 26, 'dest_line': 26, 'mode': 'update', 'str_diff': [[[0, 0]], [[0, 4]]], 'indent_offset': 4, 'edit_action': 'Update line 26 to line 26 with moving right 4 whitespaces.'}, {'src_line': 30, 'dest_line': 30, 'mode': 'update', 'str_diff': [[[0, 0]], [[0, 4]]], 'indent_offset': 4, 'edit_action': 'Update line 30 to line 30 with moving right 4 whitespaces.'}]","0","0","5","0","0","0","1","58.2928"
"3408",,"Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"DroolsRuntimeException.java",,,"2","0","0","[{'mode': 'update', 'src_line': 6, 'dest_line': 6, 'indent_offset': 0, 'str_diff': [[[29, 30], []]], 'edit_action': 'Update line 6 to line 6.'}, {'mode': 'update', 'src_line': 7, 'dest_line': 7, 'indent_offset': 0, 'str_diff': [[[5, 5], [[5, 6]]], [[7, 7], [[7, 8]]]], 'edit_action': 'Update line 7 to line 7.'}]","0","0","2","0","0","0","0","60.465"
"3409",,"Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"FactException.java",,,"8","0","0","[{'mode': 'split', 'src_line': 33, 'dest_line': 33, 'block_length': 2, 'edit_action': 'Split line 33 to lines 33-34.'}, {'mode': 'split', 'src_line': 41, 'dest_line': 41, 'block_length': 2, 'edit_action': 'Split line 41 to lines 41-42.'}, {'mode': 'split', 'src_line': 49, 'dest_line': 49, 'block_length': 2, 'edit_action': 'Split line 49 to lines 49-50.'}, {'mode': 'split', 'src_line': 57, 'dest_line': 57, 'block_length': 2, 'edit_action': 'Split line 57 to lines 57-58.'}, {'mode': 'update', 'src_line': 34, 'dest_line': 34, 'indent_offset': 4, 'str_diff': [[[0, 0], [0, 0]], [[0, 0], [0, 0]]], 'edit_action': 'Update line 34 to line 34 with moving right 4 whitespaces.'}, {'mode': 'update', 'src_line': 42, 'dest_line': 42, 'indent_offset': 4, 'str_diff': [[[0, 0], [0, 0]], [[0, 0], [0, 0]]], 'edit_action': 'Update line 42 to line 42 with moving right 4 whitespaces.'}, {'mode': 'update', 'src_line': 50, 'dest_line': 50, 'indent_offset': 4, 'str_diff': [[[0, 0], [0, 0]], [[0, 0], [0, 0]]], 'edit_action': 'Update line 50 to line 50 with moving right 4 whitespaces.'}, {'mode': 'update', 'src_line': 58, 'dest_line': 58, 'indent_offset': 4, 'str_diff': [[[0, 0], [0, 0]], [[0, 0], [0, 0]]], 'edit_action': 'Update line 58 to line 58 with moving right 4 whitespaces.'}]","0","0","4","0","0","4","0","22.7428"
"3410",,"Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"FactHandle.java",,,"3","1","0","[{'mode': 'update', 'src_line': 15, 'dest_line': 15, 'str_diff': [[[23, 23]], [[23, 25]]], 'indent_offset': 0, 'edit_action': 'Update line 15 to line 15.'}, {'mode': 'delete', 'src_line': 18, 'dest_line': 17, 'edit_action': 'Delete line 18.'}, {'mode': 'update', 'src_line': 24, 'dest_line': 23, 'str_diff': [[[24, 24]], [[]]], 'indent_offset': 0, 'edit_action': 'Update line 24 to line 23.'}]","0","0","2","0","0","0","0","73.7641"
"3411","1181","Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"FifoConflictResolver.java",,,"2","0","0","[{'mode': 'update', 'src_line': 45, 'dest_line': 45, 'str_diff': [[[13, 20]], [[13, 33]]], 'indent_offset': 0, 'edit_action': 'Update line 45 to line 45.'}, {'mode': 'update', 'src_line': 67, 'dest_line': 67, 'str_diff': [[[20, 24]], [[19, 23]]], 'indent_offset': 0, 'edit_action': 'Update line 67 to line 67.'}]","0","0","2","0","0","0","0","25.9769"
"3412",,"Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"InitialFact.java",,,"3","2","0","[{'mode': 'update', 'src_line': 3, 'dest_line': 3, 'str_diff': [[[24, 24]], [[24, 25]]], 'indent_offset': 0, 'edit_action': 'Update line 3 to line 3.'}, {'mode': 'delete', 'src_line': 4, 'dest_line': 3, 'edit_action': 'Delete line 4.'}, {'mode': 'delete', 'src_line': 5, 'dest_line': 4, 'edit_action': 'Delete line 5.'}]","0","0","1","0","0","0","0","108.86"
"3413","1185","Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"LoadOrderConflictResolver.java",,,"6","0","0","[{'mode': 'update', 'src_line': 33, 'dest_line': 33, 'str_diff': [[[45, 45]], [[45, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 33 to line 33.'}, {'mode': 'update', 'src_line': 43, 'dest_line': 43, 'str_diff': [[[34, 34]], [[34, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 43 to line 43.'}, {'mode': 'update', 'src_line': 45, 'dest_line': 45, 'str_diff': [[[10, 17]], [[10, 35]]], 'indent_offset': 0, 'edit_action': 'Update line 45 to line 45.'}, {'mode': 'update', 'src_line': 53, 'dest_line': 53, 'str_diff': [[[34, 34]], [[34, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 53 to line 53.'}, {'mode': 'update', 'src_line': 63, 'dest_line': 63, 'str_diff': [[[44, 44]], [[44, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 63 to line 63.'}, {'mode': 'update', 'src_line': 67, 'dest_line': 67, 'str_diff': [[[1, 44]], [[1, 40]]], 'indent_offset': 0, 'edit_action': 'Update line 67 to line 67.'}]","0","0","6","0","0","0","0","48.3554"
"3414",,"Java","12","drool","5bb719f6dfb992dc029f5bfc484c8008fd64ffef",,"NoSuchFactHandleException.java",,,"13","0","0","[{'mode': 'update', 'src_line': 30, 'dest_line': 30, 'str_diff': [[[0, 35], [0, 33]], [[36, 36], [34, 34]]], 'indent_offset': 0, 'edit_action': 'Update line 30 to line 30.'}, {'mode': 'update', 'src_line': 31, 'dest_line': 31, 'str_diff': [[[0, 0], [0, 0]], [[1, 1], [1, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 31 to line 31.'}, {'mode': 'update', 'src_line': 34, 'dest_line': 34, 'str_diff': [[[0, 35], [0, 33]], [[36, 36], [34, 34]]], 'indent_offset': 0, 'edit_action': 'Update line 34 to line 34.'}, {'mode': 'update', 'src_line': 35, 'dest_line': 35, 'str_diff': [[[0, 0], [0, 0]], [[1, 1], [1, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 35 to line 35.'}, {'mode': 'split', 'src_line': 38, 'dest_line': 38, 'block_length': 2, 'edit_action': 'Split line 38 to lines 38-39.'}, {'mode': 'split', 'src_line': 40, 'dest_line': 40, 'block_length': 2, 'edit_action': 'Split line 40 to lines 40-41.'}, {'mode': 'update', 'src_line': 41, 'dest_line': 41, 'str_diff': [[[0, 35], [0, 33]], [[36, 36], [34, 34]]], 'indent_offset': 0, 'edit_action': 'Update line 41 to line 41.'}, {'mode': 'update', 'src_line': 42, 'dest_line': 42, 'str_diff': [[[0, 0], [0, 0]], [[1, 1], [1, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 42 to line 42.'}, {'mode': 'update', 'src_line': 45, 'dest_line': 45, 'str_diff': [[[0, 20], [0, 18]], [[21, 21], [19, 19]]], 'indent_offset': 0, 'edit_action': 'Update line 45 to line 45.'}, {'mode': 'update', 'src_line': 46, 'dest_line': 46, 'str_diff': [[[0, 0], [0, 0]], [[1, 1], [1, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 46 to line 46.'}, {'mode': 'merge', 'src_line': 50, 'dest_line': 50, 'block_length': 3, 'edit_action': 'Merge lines 50-52 to line 50.'}, {'mode': 'update', 'src_line': 53, 'dest_line': 53, 'str_diff': [[[0, 20], [0, 18]], [[21, 21], [19, 19]]], 'indent_offset': 0, 'edit_action': 'Update line 53 to line 53.'}, {'mode': 'update', 'src_line': 54, 'dest_line': 54, 'str_diff': [[[0, 0], [0, 0]], [[1, 1], [1, 1]]], 'indent_offset': 0, 'edit_action': 'Update line 54 to line 54.'}]","0","0","10","0","0","2","1","84.4508"
