"Id","DiffId","Language","ProjId","ProjName","CommitSha","CommitMessage","FileName","FileLengthBefore","FileLengthAfter","nEdits","nDeletes","nInserts","EditScript","nCopies","nMoves","nUpdates","nCUpdates","nMUpdates","nSplits","nMerges","RunTime"
"11","2018","Python","1","ansible","1a20b00d1f29d0079e81d2bbdd11a39ac9b18221",,"runner.py",,,"2","0","2","[{'mode': 'insert', 'dest_line': 111, 'edit_action': 'Insert line 111.'}, {'mode': 'insert', 'dest_line': 112, 'edit_action': 'Insert line 112.'}]","0","0","0","0","0","0","0","38.4725"
"12","2019","Python","1","ansible","1caafb7bd92fea15af47d046f1e53504cef75b52",,"playbook.py",,,"8","0","8","[{'mode': 'insert', 'dest_line': 113, 'edit_action': 'Insert line 113.'}, {'mode': 'insert', 'dest_line': 114, 'edit_action': 'Insert line 114.'}, {'mode': 'insert', 'dest_line': 115, 'edit_action': 'Insert line 115.'}, {'mode': 'insert', 'dest_line': 116, 'edit_action': 'Insert line 116.'}, {'mode': 'insert', 'dest_line': 117, 'edit_action': 'Insert line 117.'}, {'mode': 'insert', 'dest_line': 118, 'edit_action': 'Insert line 118.'}, {'mode': 'insert', 'dest_line': 119, 'edit_action': 'Insert line 119.'}, {'mode': 'insert', 'dest_line': 120, 'edit_action': 'Insert line 120.'}]","0","0","0","0","0","0","0","44.4169"
"13","2020","Python","1","ansible","1caafb7bd92fea15af47d046f1e53504cef75b52",,"runner.py",,,"3","0","1","[{'mode': 'update', 'src_line': 68, 'dest_line': 68, 'indent_offset': 0, 'str_diff': [[[0, 54]], [[0, 53]]], 'edit_action': 'Update line 68 to line 68.'}, {'mode': 'insert', 'dest_line': 80, 'edit_action': 'Insert line 80.'}, {'mode': 'update', 'src_line': 80, 'dest_line': 81, 'indent_offset': 0, 'str_diff': [[[0, 37]], [[0, 35]]], 'edit_action': 'Update line 80 to line 81.'}]","0","0","2","0","0","0","0","60.4533"
"14","2021","Python","1","ansible","25df80ff58aae6ada66e5ca2e9fd21eb106dbe80",,"__init__.py",,,"5","0","4","[{'mode': 'insert', 'dest_line': 123, 'edit_action': 'Insert line 123.'}, {'mode': 'insert', 'dest_line': 146, 'edit_action': 'Insert line 146.'}, {'mode': 'insert', 'dest_line': 147, 'edit_action': 'Insert line 147.'}, {'mode': 'insert', 'dest_line': 148, 'edit_action': 'Insert line 148.'}, {'mode': 'merge', 'src_line': 150, 'dest_line': 155, 'block_length': 4, 'edit_action': 'Merge lines 150-153 to line 155.'}]","0","0","0","0","0","0","1","118.885"
"15","2022","Python","1","ansible","2773234c3fd8745e78ae8a8578e128cf9040d599",,"runner.py",,,"5","1","4","[{'mode': 'insert', 'dest_line': 19, 'edit_action': 'Insert line 19.'}, {'mode': 'insert', 'dest_line': 20, 'edit_action': 'Insert line 20.'}, {'mode': 'insert', 'dest_line': 21, 'edit_action': 'Insert line 21.'}, {'mode': 'insert', 'dest_line': 22, 'edit_action': 'Insert line 22.'}, {'mode': 'delete', 'src_line': 23, 'edit_action': 'Delete line 23.'}]","0","0","0","0","0","0","0","44.2652"
"16","2023","Python","1","ansible","281f96b8dd82335ed9f71b49797ce2816b88158b",,"setup.py",,,"1","1","0","[{'mode': 'delete', 'src_line': 37, 'edit_action': 'Delete line 37.'}]","0","0","0","0","0","0","0","6.95595"
"17","2024","Python","1","ansible","34cbbfbfe1eb8c7508a4306e65b924bc250a6ebe",,"utils.py",,,"25","0","25","[{'mode': 'insert', 'dest_line': 17, 'edit_action': 'Insert line 17.'}, {'mode': 'insert', 'dest_line': 18, 'edit_action': 'Insert line 18.'}, {'mode': 'insert', 'dest_line': 25, 'edit_action': 'Insert line 25.'}, {'mode': 'insert', 'dest_line': 26, 'edit_action': 'Insert line 26.'}, {'mode': 'insert', 'dest_line': 27, 'edit_action': 'Insert line 27.'}, {'mode': 'insert', 'dest_line': 30, 'edit_action': 'Insert line 30.'}, {'mode': 'insert', 'dest_line': 34, 'edit_action': 'Insert line 34.'}, {'mode': 'insert', 'dest_line': 39, 'edit_action': 'Insert line 39.'}, {'mode': 'insert', 'dest_line': 43, 'edit_action': 'Insert line 43.'}, {'mode': 'insert', 'dest_line': 47, 'edit_action': 'Insert line 47.'}, {'mode': 'insert', 'dest_line': 54, 'edit_action': 'Insert line 54.'}, {'mode': 'insert', 'dest_line': 58, 'edit_action': 'Insert line 58.'}, {'mode': 'insert', 'dest_line': 62, 'edit_action': 'Insert line 62.'}, {'mode': 'insert', 'dest_line': 83, 'edit_action': 'Insert line 83.'}, {'mode': 'insert', 'dest_line': 87, 'edit_action': 'Insert line 87.'}, {'mode': 'insert', 'dest_line': 91, 'edit_action': 'Insert line 91.'}, {'mode': 'insert', 'dest_line': 92, 'edit_action': 'Insert line 92.'}, {'mode': 'insert', 'dest_line': 93, 'edit_action': 'Insert line 93.'}, {'mode': 'insert', 'dest_line': 100, 'edit_action': 'Insert line 100.'}, {'mode': 'insert', 'dest_line': 111, 'edit_action': 'Insert line 111.'}, {'mode': 'insert', 'dest_line': 127, 'edit_action': 'Insert line 127.'}, {'mode': 'insert', 'dest_line': 137, 'edit_action': 'Insert line 137.'}, {'mode': 'insert', 'dest_line': 141, 'edit_action': 'Insert line 141.'}, {'mode': 'insert', 'dest_line': 145, 'edit_action': 'Insert line 145.'}, {'mode': 'insert', 'dest_line': 149, 'edit_action': 'Insert line 149.'}]","0","0","0","0","0","0","0","44.0584"
"18","2025","Python","1","ansible","3807824c6d0dae63b9f36dbafe8e100b0a3beaa6",,"__init__.py",,,"23","8","15","[{'mode': 'delete', 'src_line': 42, 'edit_action': 'Delete line 42.'}, {'mode': 'insert', 'dest_line': 42, 'edit_action': 'Insert line 42.'}, {'mode': 'delete', 'src_line': 76, 'edit_action': 'Delete line 76.'}, {'mode': 'delete', 'src_line': 77, 'edit_action': 'Delete line 77.'}, {'mode': 'delete', 'src_line': 78, 'edit_action': 'Delete line 78.'}, {'mode': 'delete', 'src_line': 79, 'edit_action': 'Delete line 79.'}, {'mode': 'delete', 'src_line': 80, 'edit_action': 'Delete line 80.'}, {'mode': 'delete', 'src_line': 81, 'edit_action': 'Delete line 81.'}, {'mode': 'insert', 'dest_line': 76, 'edit_action': 'Insert line 76.'}, {'mode': 'insert', 'dest_line': 77, 'edit_action': 'Insert line 77.'}, {'mode': 'insert', 'dest_line': 78, 'edit_action': 'Insert line 78.'}, {'mode': 'insert', 'dest_line': 79, 'edit_action': 'Insert line 79.'}, {'mode': 'insert', 'dest_line': 80, 'edit_action': 'Insert line 80.'}, {'mode': 'insert', 'dest_line': 81, 'edit_action': 'Insert line 81.'}, {'mode': 'insert', 'dest_line': 82, 'edit_action': 'Insert line 82.'}, {'mode': 'insert', 'dest_line': 83, 'edit_action': 'Insert line 83.'}, {'mode': 'insert', 'dest_line': 84, 'edit_action': 'Insert line 84.'}, {'mode': 'insert', 'dest_line': 85, 'edit_action': 'Insert line 85.'}, {'mode': 'insert', 'dest_line': 86, 'edit_action': 'Insert line 86.'}, {'mode': 'insert', 'dest_line': 87, 'edit_action': 'Insert line 87.'}, {'mode': 'insert', 'dest_line': 88, 'edit_action': 'Insert line 88.'}, {'mode': 'delete', 'src_line': 84, 'edit_action': 'Delete line 84.'}, {'mode': 'insert', 'dest_line': 91, 'edit_action': 'Insert line 91.'}]","0","0","0","0","0","0","0","41.3027"
"19","2026","Python","1","ansible","3ad9db496658bdde97bb7ac985eb8e80c1fb5fbf",,"playbook.py",,,"6","0","1","[{'mode': 'insert', 'dest_line': 28, 'edit_action': 'Insert line 28.'}, {'mode': 'update', 'src_line': 101, 'dest_line': 102, 'indent_offset': 0, 'str_diff': [[[12, 51]], [[12, 44]]], 'edit_action': 'Update line 101 to line 102.'}, {'mode': 'split', 'src_line': 155, 'dest_line': 156, 'block_length': 2, 'edit_action': 'Split line 155 to lines 156-157.'}, {'mode': 'update', 'src_line': 212, 'dest_line': 213, 'indent_offset': 0, 'str_diff': [[[24, 54]], [[24, 52]]], 'edit_action': 'Update line 212 to line 213.'}, {'mode': 'update', 'src_line': 230, 'dest_line': 231, 'indent_offset': 0, 'str_diff': [[[16, 33]], [[16, 25]]], 'edit_action': 'Update line 230 to line 231.'}, {'mode': 'update', 'src_line': 249, 'dest_line': 250, 'indent_offset': 0, 'str_diff': [[[12, 48]], [[12, 36]]], 'edit_action': 'Update line 249 to line 250.'}]","0","0","4","0","0","1","0","54.8444"
"20",,"Python","1","ansible","3ad9db496658bdde97bb7ac985eb8e80c1fb5fbf",,"runner.py",,,"8","3","5","[{'mode': 'insert', 'dest_line': 12, 'edit_action': 'Insert line 12.'}, {'mode': 'delete', 'src_line': 29, 'edit_action': 'Delete line 29.'}, {'mode': 'insert', 'dest_line': 26, 'edit_action': 'Insert line 26.'}, {'mode': 'insert', 'dest_line': 28, 'edit_action': 'Insert line 28.'}, {'mode': 'delete', 'src_line': 129, 'edit_action': 'Delete line 129.'}, {'mode': 'insert', 'dest_line': 131, 'edit_action': 'Insert line 131.'}, {'mode': 'delete', 'src_line': 206, 'edit_action': 'Delete line 206.'}, {'mode': 'insert', 'dest_line': 208, 'edit_action': 'Insert line 208.'}]","0","0","0","0","0","0","0","111.369"
"21",,"Python","1","ansible","3ad9db496658bdde97bb7ac985eb8e80c1fb5fbf",,"utils.py",,,"5","1","1","[{'mode': 'update', 'src_line': 73, 'dest_line': 73, 'indent_offset': 1, 'str_diff': [[[0, 0]], [[0, 1]]], 'edit_action': 'Update line 73 to line 73 with moving right 1 whitespaces.'}, {'mode': 'update', 'src_line': 75, 'dest_line': 75, 'indent_offset': 1, 'str_diff': [[[0, 0]], [[0, 1]]], 'edit_action': 'Update line 75 to line 75 with moving right 1 whitespaces.'}, {'mode': 'update', 'src_line': 77, 'dest_line': 77, 'indent_offset': 1, 'str_diff': [[[0, 0]], [[0, 1]]], 'edit_action': 'Update line 77 to line 77 with moving right 1 whitespaces.'}, {'mode': 'insert', 'dest_line': 79, 'edit_action': 'Insert line 79.'}, {'mode': 'delete', 'src_line': 162, 'edit_action': 'Delete line 162.'}]","0","0","3","0","0","0","0","37.0746"
"23","2030","Python","1","ansible","3da6370a654b20cd90cd1bf492cd032c57e177b2",,"setup.py",,,"10","4","6","[{'mode': 'delete', 'src_line': 17, 'edit_action': 'Delete line 17.'}, {'mode': 'delete', 'src_line': 18, 'edit_action': 'Delete line 18.'}, {'mode': 'delete', 'src_line': 19, 'edit_action': 'Delete line 19.'}, {'mode': 'delete', 'src_line': 20, 'edit_action': 'Delete line 20.'}, {'mode': 'insert', 'dest_line': 17, 'edit_action': 'Insert line 17.'}, {'mode': 'insert', 'dest_line': 18, 'edit_action': 'Insert line 18.'}, {'mode': 'insert', 'dest_line': 19, 'edit_action': 'Insert line 19.'}, {'mode': 'insert', 'dest_line': 20, 'edit_action': 'Insert line 20.'}, {'mode': 'insert', 'dest_line': 21, 'edit_action': 'Insert line 21.'}, {'mode': 'insert', 'dest_line': 22, 'edit_action': 'Insert line 22.'}]","0","0","0","0","0","0","0","22.0248"
"24",,"Python","1","ansible","3da6370a654b20cd90cd1bf492cd032c57e177b2",,"__init__.py",,,"9","0","6","[{'mode': 'insert', 'dest_line': 28, 'edit_action': 'Insert line 28.'}, {'mode': 'update', 'src_line': 35, 'dest_line': 36, 'indent_offset': 0, 'str_diff': [[[0, 43]], [[0, 45]]], 'edit_action': 'Update line 35 to line 36.'}, {'mode': 'update', 'src_line': 36, 'dest_line': 37, 'indent_offset': 0, 'str_diff': [[[0, 36]], [[0, 45]]], 'edit_action': 'Update line 36 to line 37.'}, {'mode': 'insert', 'dest_line': 39, 'edit_action': 'Insert line 39.'}, {'mode': 'update', 'src_line': 63, 'dest_line': 62, 'indent_offset': 0, 'str_diff': [[[0, 65]], [[0, 96]]], 'edit_action': 'Update line 63 to line 62.'}, {'mode': 'insert', 'dest_line': 86, 'edit_action': 'Insert line 86.'}, {'mode': 'insert', 'dest_line': 87, 'edit_action': 'Insert line 87.'}, {'mode': 'insert', 'dest_line': 88, 'edit_action': 'Insert line 88.'}, {'mode': 'insert', 'dest_line': 89, 'edit_action': 'Insert line 89.'}]","0","0","3","0","0","0","0","54.6268"
"25","2032","Python","1","ansible","430f38d54cad9d8a6477e10f2fd3dc136ffcd9a9",,"scripts.py",,,"1","0","0","[{'mode': 'update', 'src_line': 31, 'dest_line': 31, 'indent_offset': 0, 'str_diff': [[[29, 37]], [[29, 39]]], 'edit_action': 'Update line 31 to line 31.'}]","0","0","1","0","0","0","0","18.3558"
